Unnamed: 0,From Date,To Date,PM2.5,PM10,NO,NO2,NOx,NH3,Ozone,Benzene,Eth-Benzene,MP-Xylene,RH,WS,WD,TOT-RF
15901,2021-06-15 15:15:00,2021-06-15 15:30:00,,,,,,,,0.99,0.22,,,,,0.0
15902,2021-06-15 15:30:00,2021-06-15 15:45:00,,,,,,,,,,,,,,0.0
15903,2021-06-15 15:45:00,2021-06-15 16:00:00,,,,,,,,,,,,,,0.0
15904,2021-06-15 16:00:00,2021-06-15 16:15:00,,12.0,,,,,27.55,0.08,,,98.25,0.9,153.2,0.0
15905,2021-06-15 16:15:00,2021-06-15 16:30:00,,36.29,,,,,27.54,0.0,,0.52,97.63,0.95,177.99,0.0
15906,2021-06-15 16:30:00,2021-06-15 16:45:00,,42.0,15.35,19.2,34.55,17.03,27.05,0.51,,1.29,97.54,1.14,159.87,0.0
15907,2021-06-15 16:45:00,2021-06-15 17:00:00,,,15.3,17.81,33.11,13.91,28.53,1.83,,2.55,97.05,1.31,169.32,0.0
15908,2021-06-15 17:00:00,2021-06-15 17:15:00,,,,,,,,,,,,,,0.0
15909,2021-06-15 17:15:00,2021-06-15 17:30:00,,,,,,,,,,,,,,0.0
15910,2021-06-15 17:30:00,2021-06-15 17:45:00,18.0,45.0,13.2,19.69,32.9,8.51,27.26,0.0,,0.74,94.61,1.1,161.38,0.0
15911,2021-06-15 17:45:00,2021-06-15 18:00:00,,,,,,,,,,,,,,0.0
15912,2021-06-15 18:00:00,2021-06-15 18:15:00,15.0,45.0,11.22,22.07,33.3,7.69,26.68,1.1,5.38,2.27,91.45,1.32,136.39,0.0
15913,2021-06-15 18:15:00,2021-06-15 18:30:00,,,,,,,,,,,,,,0.0
15914,2021-06-15 18:30:00,2021-06-15 18:45:00,15.0,50.0,8.2,22.19,30.39,7.32,25.73,2.05,12.29,0.51,90.68,1.19,140.2,0.0
15915,2021-06-15 18:45:00,2021-06-15 19:00:00,14.0,50.0,8.01,22.28,30.3,7.99,26.83,3.11,4.49,,90.71,1.07,116.43,0.0
15916,2021-06-15 19:00:00,2021-06-15 19:15:00,,,,,,,,,,,,,,0.0
15917,2021-06-15 19:15:00,2021-06-15 19:30:00,12.0,33.0,14.81,28.86,43.66,6.79,27.11,0.0,3.54,0.31,89.87,1.26,144.5,0.0
15918,2021-06-15 19:30:00,2021-06-15 19:45:00,,,,,,,,,,,,,,0.0
15919,2021-06-15 19:45:00,2021-06-15 20:00:00,,,,,,,,,,,,,,0.0
15920,2021-06-15 20:00:00,2021-06-15 20:15:00,15.0,29.0,8.02,24.11,32.14,8.03,27.15,0.0,6.14,,89.81,1.24,146.51,0.0
15921,2021-06-15 20:15:00,2021-06-15 20:30:00,15.0,37.9,9.37,26.03,35.4,8.88,27.64,0.0,3.47,1.11,90.04,1.49,143.27,0.0
15922,2021-06-15 20:30:00,2021-06-15 20:45:00,15.0,40.0,9.84,26.19,36.04,10.46,27.23,3.17,0.47,0.18,90.4,1.01,145.9,0.0
15923,2021-06-15 20:45:00,2021-06-15 21:00:00,,,,,,,,,,,,,,0.0
15924,2021-06-15 21:00:00,2021-06-15 21:15:00,,,,,,,,,,,,,,0.0
15925,2021-06-15 21:15:00,2021-06-15 21:30:00,,,,,,,,,,,,,,0.0
15926,2021-06-15 21:30:00,2021-06-15 21:45:00,,,,,,,,,,,,,,0.0
15927,2021-06-15 21:45:00,2021-06-15 22:00:00,,,,,,,,,,,,,,0.0
15928,2021-06-15 22:00:00,2021-06-15 22:15:00,8.0,41.0,26.46,26.05,52.52,19.58,27.91,0.0,6.9,1.81,95.24,1.12,218.38,0.0
15929,2021-06-15 22:15:00,2021-06-15 22:30:00,8.0,41.81,28.04,24.74,52.78,20.42,27.95,0.0,1.01,2.0,94.69,1.17,206.16,0.0
15930,2021-06-15 22:30:00,2021-06-15 22:45:00,8.0,,,,,,,0.59,9.32,0.31,,,,0.0
15931,2021-06-15 22:45:00,2021-06-15 23:00:00,10.57,42.0,39.83,24.85,64.68,20.4,,1.4,2.77,,94.45,1.56,188.88,0.0
15932,2021-06-15 23:00:00,2021-06-15 23:15:00,16.0,42.0,23.66,24.4,48.05,21.72,27.71,0.2,7.69,,95.31,0.99,185.41,0.0
15933,2021-06-15 23:15:00,2021-06-15 23:30:00,,,,,,,,,,,,,,0.0
15934,2021-06-15 23:30:00,2021-06-15 23:45:00,,,13.89,22.27,36.17,22.98,28.23,0.71,5.07,3.42,95.95,1.02,100.51,0.0
15935,2021-06-15 23:45:00,2021-06-16 00:00:00,,,12.01,22.85,34.85,25.09,27.26,3.73,2.23,0.5,96.39,0.93,75.18,0.0
15936,2021-06-16 00:00:00,2021-06-16 00:15:00,3.0,11.0,12.95,24.6,37.57,25.79,27.98,0.56,0.24,,96.99,1.41,90.67,0.0
15937,2021-06-16 00:15:00,2021-06-16 00:30:00,,,,,,,,,,,,,,0.0
15938,2021-06-16 00:30:00,2021-06-16 00:45:00,,,,,,,,,,,,,,0.0
15939,2021-06-16 00:45:00,2021-06-16 01:00:00,3.39,10.0,17.64,25.7,43.34,29.41,27.71,1.22,4.24,0.35,97.82,1.92,94.91,0.0
15940,2021-06-16 01:00:00,2021-06-16 01:15:00,4.0,10.0,12.36,24.0,36.35,29.89,28.73,9.37,13.12,4.87,97.82,1.97,103.06,0.0
15941,2021-06-16 01:15:00,2021-06-16 01:30:00,,,,,,,,,,,,,,0.0
15942,2021-06-16 01:30:00,2021-06-16 01:45:00,,,,,,,,,,,,,,0.0
15943,2021-06-16 01:45:00,2021-06-16 02:00:00,,,,,,,,,,,,,,0.0
15944,2021-06-16 02:00:00,2021-06-16 02:15:00,9.0,16.0,9.67,22.55,32.21,30.62,27.68,0.0,,1.41,98.27,1.59,93.26,0.0
15945,2021-06-16 02:15:00,2021-06-16 02:30:00,,,,,,,,,,,,,,0.0
15946,2021-06-16 02:30:00,2021-06-16 02:45:00,9.0,19.0,10.87,23.24,34.1,31.81,28.06,0.0,1.09,,98.16,1.55,83.13,0.0
15947,2021-06-16 02:45:00,2021-06-16 03:00:00,,,,,,,,,,,,,,0.0
15948,2021-06-16 03:00:00,2021-06-16 03:15:00,11.0,19.0,10.71,22.99,33.71,31.9,27.46,0.12,3.14,1.62,97.99,1.47,101.62,0.0
15949,2021-06-16 03:15:00,2021-06-16 03:30:00,,,,,,,,,,,,,,0.0
15950,2021-06-16 03:30:00,2021-06-16 03:45:00,,,,,,,,,,,,,,0.0
15951,2021-06-16 03:45:00,2021-06-16 04:00:00,,,,,,,,,,,,,,0.0
15952,2021-06-16 04:00:00,2021-06-16 04:15:00,,,16.79,33.04,49.82,33.32,27.72,2.7,0.28,,98.07,1.74,110.83,0.0
15953,2021-06-16 04:15:00,2021-06-16 04:30:00,20.0,26.14,21.55,46.18,67.73,42.11,28.13,2.26,1.52,2.13,97.93,1.76,102.31,0.0
15954,2021-06-16 04:30:00,2021-06-16 04:45:00,20.0,29.0,25.6,46.71,72.29,39.36,28.0,0.31,2.34,3.22,97.73,1.42,98.31,0.0
15955,2021-06-16 04:45:00,2021-06-16 05:00:00,19.64,29.0,26.01,42.73,68.73,28.88,27.99,3.26,0.33,0.45,97.54,1.71,103.33,0.0
15956,2021-06-16 05:00:00,2021-06-16 05:15:00,19.0,29.0,16.7,29.76,46.44,35.53,28.5,0.5,,,97.14,2.43,105.25,0.0
15957,2021-06-16 05:15:00,2021-06-16 05:30:00,19.0,20.67,12.99,29.53,42.52,35.84,28.16,2.5,6.26,4.5,96.62,1.41,116.06,0.0
15958,2021-06-16 05:30:00,2021-06-16 05:45:00,,,,,,,,,,,,,,0.0
15959,2021-06-16 05:45:00,2021-06-16 06:00:00,15.28,,11.18,29.24,40.44,35.32,,0.43,,,97.13,1.82,95.28,0.0
15960,2021-06-16 06:00:00,2021-06-16 06:15:00,8.0,19.0,10.87,26.49,37.37,33.98,27.7,5.06,,3.12,97.23,2.17,97.34,0.0
15961,2021-06-16 06:15:00,2021-06-16 06:30:00,8.0,10.67,9.72,23.21,32.91,33.63,27.88,2.37,,0.48,97.02,2.24,85.97,0.0
15962,2021-06-16 06:30:00,2021-06-16 06:45:00,8.0,9.0,9.25,22.0,31.24,33.69,27.94,0.27,,,96.68,2.23,85.46,0.0
15963,2021-06-16 06:45:00,2021-06-16 07:00:00,7.65,9.0,10.64,23.07,33.72,33.26,27.76,2.18,2.16,8.57,96.16,2.48,83.48,0.0
15964,2021-06-16 07:00:00,2021-06-16 07:15:00,7.0,9.0,11.44,22.07,33.52,32.69,28.48,7.6,0.34,4.08,95.77,2.53,90.29,0.0
15965,2021-06-16 07:15:00,2021-06-16 07:30:00,7.0,12.29,11.96,21.7,33.65,33.35,28.17,1.12,,0.42,95.65,2.82,86.7,0.0
15966,2021-06-16 07:30:00,2021-06-16 07:45:00,7.0,13.0,11.91,21.62,33.53,33.3,27.81,3.06,,2.21,95.26,2.86,95.72,0.0
15967,2021-06-16 07:45:00,2021-06-16 08:00:00,,,,,,,,,,,,,,0.0
15968,2021-06-16 08:00:00,2021-06-16 08:15:00,6.0,13.0,15.53,24.24,39.79,32.24,27.46,0.35,0.73,,95.38,1.67,129.4,0.0
15969,2021-06-16 08:15:00,2021-06-16 08:30:00,6.0,12.18,19.65,27.94,47.59,32.05,27.78,1.99,1.82,,97.31,2.45,100.96,0.0
15970,2021-06-16 08:30:00,2021-06-16 08:45:00,,,,,,,,,,,,,,0.0
15971,2021-06-16 08:45:00,2021-06-16 09:00:00,,,,,,,,,,,,,,0.0
15972,2021-06-16 09:00:00,2021-06-16 09:15:00,8.0,12.0,13.21,24.57,37.77,34.13,27.85,4.32,1.81,3.69,98.96,2.41,120.49,0.0
15973,2021-06-16 09:15:00,2021-06-16 09:30:00,8.0,8.71,11.93,21.61,33.54,34.62,27.56,0.6,0.24,2.63,99.27,2.34,119.15,0.0
15974,2021-06-16 09:30:00,2021-06-16 09:45:00,,,,,,,,,,,,,,0.0
15975,2021-06-16 09:45:00,2021-06-16 10:00:00,,,,,,,,,,,,,,0.0
15976,2021-06-16 10:00:00,2021-06-16 10:15:00,,,,,,,,,,,,,,0.0
15977,2021-06-16 10:15:00,2021-06-16 10:30:00,,,,,,,,,,,,,,0.0
15978,2021-06-16 10:30:00,2021-06-16 10:45:00,5.0,8.0,21.86,30.97,52.83,38.85,27.42,6.54,6.03,2.43,99.55,1.78,121.91,0.0
15979,2021-06-16 10:45:00,2021-06-16 11:00:00,,,,,,,,,,,,,,0.0
15980,2021-06-16 11:00:00,2021-06-16 11:15:00,,,,,,,,,,,,,,0.0
15981,2021-06-16 11:15:00,2021-06-16 11:30:00,6.0,22.98,,,,,27.38,10.22,9.88,,99.53,1.92,173.65,0.0
15982,2021-06-16 11:30:00,2021-06-16 11:45:00,6.0,25.0,,,,,27.27,5.6,1.49,7.44,99.65,2.02,107.86,0.0
15983,2021-06-16 11:45:00,2021-06-16 12:00:00,10.15,25.0,,,,,26.98,6.74,1.09,8.31,99.71,1.82,125.77,0.0
15984,2021-06-16 12:00:00,2021-06-16 12:15:00,18.0,25.0,,,,,26.72,16.33,0.17,8.49,99.74,1.75,116.61,0.0
15985,2021-06-16 12:15:00,2021-06-16 12:30:00,18.0,25.81,,,,,27.14,16.36,2.28,6.75,99.6,2.38,111.46,0.0
15986,2021-06-16 12:30:00,2021-06-16 12:45:00,,,,,,,,,,,,,,0.0
15987,2021-06-16 12:45:00,2021-06-16 13:00:00,18.35,26.0,,,,,27.56,5.72,1.27,1.43,99.47,2.06,107.76,0.0
15988,2021-06-16 13:00:00,2021-06-16 13:15:00,,,,,,,,,,,,,,0.0
15989,2021-06-16 13:15:00,2021-06-16 13:30:00,,,,,,,,,,,,,,0.0
15990,2021-06-16 13:30:00,2021-06-16 13:45:00,19.0,23.0,,,,,27.6,5.91,0.07,1.69,98.04,1.76,122.89,0.0
15991,2021-06-16 13:45:00,2021-06-16 14:00:00,17.96,23.0,,,,,27.85,1.57,1.82,1.93,96.92,2.0,119.56,0.0
15992,2021-06-16 14:00:00,2021-06-16 14:15:00,16.0,23.0,,,,,27.49,1.5,2.02,0.84,95.42,1.46,139.5,0.0
15993,2021-06-16 14:15:00,2021-06-16 14:30:00,,,,,,,,,,,,,,0.0
15994,2021-06-16 14:30:00,2021-06-16 14:45:00,,,,,,,,,,,,,,0.0
15995,2021-06-16 14:45:00,2021-06-16 15:00:00,,,,,,,,,,,,,,0.0
15996,2021-06-16 15:00:00,2021-06-16 15:15:00,13.0,17.0,,,,,27.58,0.0,,0.28,85.02,1.48,152.2,0.0
15997,2021-06-16 15:15:00,2021-06-16 15:30:00,,,,,,,,,,,,,,0.0
15998,2021-06-16 15:30:00,2021-06-16 15:45:00,13.0,22.0,,,,,27.13,1.65,0.27,5.26,82.88,1.49,161.62,0.0
15999,2021-06-16 15:45:00,2021-06-16 16:00:00,17.05,22.0,,,,,27.28,7.79,,0.88,82.79,1.27,146.49,0.0
16000,2021-06-16 16:00:00,2021-06-16 16:15:00,,,,,,,28.17,12.08,1.41,1.46,83.51,1.28,112.42,0.0
16001,2021-06-16 16:15:00,2021-06-16 16:30:00,23.0,27.75,,,,,28.29,11.0,1.59,0.23,83.81,0.91,168.0,0.0
16002,2021-06-16 16:30:00,2021-06-16 16:45:00,,,,,,,,,,,,,,0.0
16003,2021-06-16 16:45:00,2021-06-16 17:00:00,,,,,,,,,,,,,,0.0
16004,2021-06-16 17:00:00,2021-06-16 17:15:00,10.0,29.0,20.73,29.52,50.24,81.97,,8.71,1.16,6.24,86.31,1.16,160.36,0.0
16005,2021-06-16 17:15:00,2021-06-16 17:30:00,10.0,66.24,19.76,24.57,44.35,70.6,27.58,10.08,,1.05,87.71,1.18,151.14,0.0
16006,2021-06-16 17:30:00,2021-06-16 17:45:00,10.0,75.0,20.67,25.84,46.5,62.1,27.23,1.5,2.09,0.87,87.95,1.1,157.11,0.0
16007,2021-06-16 17:45:00,2021-06-16 18:00:00,,,,,,,,,,,,,,0.0
16008,2021-06-16 18:00:00,2021-06-16 18:15:00,18.0,75.0,21.98,28.38,50.36,51.84,27.1,0.84,0.35,0.1,88.37,1.02,145.48,0.0
16009,2021-06-16 18:15:00,2021-06-16 18:30:00,18.0,38.57,28.83,30.81,59.63,48.08,27.32,0.0,,,88.5,1.02,132.99,0.0
16010,2021-06-16 18:30:00,2021-06-16 18:45:00,18.0,30.0,31.8,29.52,61.34,45.11,27.51,12.73,9.8,,88.85,1.14,139.08,0.0
16011,2021-06-16 18:45:00,2021-06-16 19:00:00,19.04,30.0,34.39,29.09,63.5,43.04,27.34,14.88,11.03,,89.34,1.04,122.99,0.0
16012,2021-06-16 19:00:00,2021-06-16 19:15:00,,,,,,,,,,,,,,0.0
16013,2021-06-16 19:15:00,2021-06-16 19:30:00,,,,,,,,,,,,,,0.0
16014,2021-06-16 19:30:00,2021-06-16 19:45:00,,,,,,,,,,,,,,0.0
16015,2021-06-16 19:45:00,2021-06-16 20:00:00,,,,,,,,,,,,,,0.0
16016,2021-06-16 20:00:00,2021-06-16 20:15:00,23.0,50.0,33.08,24.2,57.28,35.77,26.91,7.97,3.39,4.02,96.11,1.2,123.91,0.0
16017,2021-06-16 20:15:00,2021-06-16 20:30:00,23.0,35.95,25.28,24.99,50.26,35.81,25.55,11.22,2.3,9.8,96.42,1.4,119.43,0.0
16018,2021-06-16 20:30:00,2021-06-16 20:45:00,23.0,33.0,24.51,27.06,51.56,34.64,17.48,7.23,4.02,6.14,97.12,1.38,97.28,0.0
16019,2021-06-16 20:45:00,2021-06-16 21:00:00,,,,,,,,,,,,,,0.0
16020,2021-06-16 21:00:00,2021-06-16 21:15:00,23.0,33.0,49.03,27.5,76.53,30.2,17.83,3.94,2.99,1.82,97.74,1.23,100.35,0.0
16021,2021-06-16 21:15:00,2021-06-16 21:30:00,23.0,32.17,61.29,27.53,88.82,29.55,17.81,9.4,9.72,,97.98,1.03,126.09,0.0
16022,2021-06-16 21:30:00,2021-06-16 21:45:00,,,,,,,,,,,,,,0.0
16023,2021-06-16 21:45:00,2021-06-16 22:00:00,,,,,,,,,,,,,,0.0
16024,2021-06-16 22:00:00,2021-06-16 22:15:00,26.0,32.0,17.72,27.95,45.67,29.55,17.89,8.5,11.08,,97.88,0.94,109.63,0.0
16025,2021-06-16 22:15:00,2021-06-16 22:30:00,26.0,32.0,21.52,29.89,51.43,28.77,17.92,6.01,4.57,,97.78,0.82,91.33,0.0
16026,2021-06-16 22:30:00,2021-06-16 22:45:00,26.0,32.0,28.96,30.37,59.35,27.94,18.1,8.57,1.61,1.46,97.69,0.67,97.74,0.0
16027,2021-06-16 22:45:00,2021-06-16 23:00:00,,,,,,,,,,,,,,0.0
16028,2021-06-16 23:00:00,2021-06-16 23:15:00,,,,,,,,,,,,,,0.0
16029,2021-06-16 23:15:00,2021-06-16 23:30:00,,,,,,,,,,,,,,0.0
16030,2021-06-16 23:30:00,2021-06-16 23:45:00,27.0,36.0,69.09,18.22,87.31,21.86,18.51,5.69,4.62,3.1,97.45,0.81,127.91,0.0
16031,2021-06-16 23:45:00,2021-06-17 00:00:00,,,,,,,,,,,,,,0.0
16032,2021-06-17 00:00:00,2021-06-17 00:15:00,,,,,,,,,,,,,,0.0
16033,2021-06-17 00:15:00,2021-06-17 00:30:00,29.0,75.47,91.87,20.53,112.26,10.41,18.5,2.87,7.13,0.15,94.79,1.11,245.0,0.0
16034,2021-06-17 00:30:00,2021-06-17 00:45:00,29.0,84.0,61.06,18.26,79.26,13.86,18.83,4.25,7.93,,95.18,1.13,230.18,0.0
16035,2021-06-17 00:45:00,2021-06-17 01:00:00,45.39,84.0,23.12,18.2,41.32,15.64,18.81,0.66,1.19,0.63,96.95,0.81,206.22,0.0
16036,2021-06-17 01:00:00,2021-06-17 01:15:00,80.0,84.0,38.41,24.47,62.85,13.16,18.34,1.91,,2.84,97.05,1.27,231.73,0.0
16037,2021-06-17 01:15:00,2021-06-17 01:30:00,80.0,89.76,39.85,17.87,57.73,13.13,18.33,0.91,2.71,1.95,96.17,1.15,235.26,0.0
16038,2021-06-17 01:30:00,2021-06-17 01:45:00,,,,,,,,,,,,,,0.0
16039,2021-06-17 01:45:00,2021-06-17 02:00:00,76.07,91.0,54.26,9.91,49.0,19.08,18.63,0.49,,2.63,94.97,1.15,239.43,0.0
16040,2021-06-17 02:00:00,2021-06-17 02:15:00,,,,,,,,,,,,,,0.0
16041,2021-06-17 02:15:00,2021-06-17 02:30:00,70.0,142.8,36.21,14.65,50.87,13.26,,2.62,5.86,,94.46,1.05,237.79,0.0
16042,2021-06-17 02:30:00,2021-06-17 02:45:00,,,,,,,,,,,,,,0.0
16043,2021-06-17 02:45:00,2021-06-17 03:00:00,,,,,,,,,,,,,,0.0
16044,2021-06-17 03:00:00,2021-06-17 03:15:00,,,,,,,,,,,,,,0.0
16045,2021-06-17 03:15:00,2021-06-17 03:30:00,24.0,80.82,11.11,10.9,22.02,15.92,18.39,3.02,,0.37,92.25,0.91,214.61,0.0
16046,2021-06-17 03:30:00,2021-06-17 03:45:00,,,,,,,,,,,,,,0.0
16047,2021-06-17 03:45:00,2021-06-17 04:00:00,,,,,,,,,,,,,,0.0
16048,2021-06-17 04:00:00,2021-06-17 04:15:00,37.0,65.0,23.82,14.51,38.28,16.93,18.29,2.19,0.4,0.57,91.72,1.31,229.57,0.0
16049,2021-06-17 04:15:00,2021-06-17 04:30:00,37.0,115.19,14.88,12.61,27.59,18.23,18.77,3.22,1.83,1.6,91.95,0.92,228.62,0.0
16050,2021-06-17 04:30:00,2021-06-17 04:45:00,,,,,,,,,,,,,,0.0
16051,2021-06-17 04:45:00,2021-06-17 05:00:00,,,,,,,,,,,,,,0.0
16052,2021-06-17 05:00:00,2021-06-17 05:15:00,,,,,,,,,,,,,,0.0
16053,2021-06-17 05:15:00,2021-06-17 05:30:00,23.0,50.9,7.52,11.23,18.74,16.26,18.52,1.54,2.06,1.99,98.99,0.88,178.37,0.0
16054,2021-06-17 05:30:00,2021-06-17 05:45:00,23.0,33.0,5.74,9.73,15.48,17.03,18.41,0.22,3.45,2.3,99.39,0.82,131.32,0.0
16055,2021-06-17 05:45:00,2021-06-17 06:00:00,20.58,33.0,6.83,9.75,16.59,17.52,18.4,0.66,2.54,0.33,99.63,0.73,171.74,0.0
16056,2021-06-17 06:00:00,2021-06-17 06:15:00,16.0,33.0,9.45,12.35,21.81,16.66,18.35,0.1,3.6,,99.56,0.78,202.44,0.0
16057,2021-06-17 06:15:00,2021-06-17 06:30:00,16.0,46.16,13.85,16.8,30.66,16.36,18.21,0.0,0.5,,99.51,0.51,185.5,0.0
16058,2021-06-17 06:30:00,2021-06-17 06:45:00,16.0,49.0,14.13,16.69,30.83,18.26,18.02,4.82,12.64,,99.49,0.56,221.56,0.0
16059,2021-06-17 06:45:00,2021-06-17 07:00:00,19.12,49.0,31.38,19.22,50.61,18.25,18.58,0.74,6.83,2.28,99.39,1.13,238.43,0.0
16060,2021-06-17 07:00:00,2021-06-17 07:15:00,25.0,49.0,44.36,26.24,70.62,17.34,18.66,1.51,3.33,3.59,98.68,1.77,238.1,0.0
16061,2021-06-17 07:15:00,2021-06-17 07:30:00,25.0,49.82,42.87,28.35,71.22,20.28,18.34,0.25,0.4,0.5,98.51,0.86,237.85,0.0
16062,2021-06-17 07:30:00,2021-06-17 07:45:00,25.0,50.0,32.0,25.22,57.24,24.37,17.79,0.0,,,98.68,0.41,228.27,0.0
16063,2021-06-17 07:45:00,2021-06-17 08:00:00,28.23,50.0,46.62,28.71,75.34,23.49,18.1,3.74,,,98.35,0.61,258.37,0.0
16064,2021-06-17 08:00:00,2021-06-17 08:15:00,34.0,50.0,60.65,41.38,102.36,28.91,17.96,4.07,1.3,3.24,98.53,1.14,138.95,0.0
16065,2021-06-17 08:15:00,2021-06-17 08:30:00,34.0,54.93,78.78,76.98,155.83,34.73,18.27,5.74,2.6,0.5,98.83,1.11,109.4,0.0
16066,2021-06-17 08:30:00,2021-06-17 08:45:00,34.0,56.0,68.78,29.72,98.48,28.15,18.2,2.82,0.4,,98.43,1.88,109.0,0.0
16067,2021-06-17 08:45:00,2021-06-17 09:00:00,30.77,56.0,47.03,38.55,85.58,31.4,18.29,2.44,2.52,,98.29,1.91,92.58,0.0
16068,2021-06-17 09:00:00,2021-06-17 09:15:00,25.0,56.0,34.61,37.19,71.75,33.54,18.38,5.42,6.74,0.65,98.52,2.44,92.88,0.0
16069,2021-06-17 09:15:00,2021-06-17 09:30:00,,,,,,,,,,,,,,0.0
16070,2021-06-17 09:30:00,2021-06-17 09:45:00,25.0,48.0,27.23,33.81,61.04,34.56,18.57,4.27,1.47,8.47,99.27,1.96,79.09,0.0
16071,2021-06-17 09:45:00,2021-06-17 10:00:00,26.04,48.0,31.41,28.5,59.92,31.27,18.27,1.76,1.33,1.43,99.21,1.79,77.26,0.0
16072,2021-06-17 10:00:00,2021-06-17 10:15:00,28.0,48.0,47.8,30.09,77.89,28.09,18.84,1.05,11.8,3.72,98.48,1.9,212.41,0.0
16073,2021-06-17 10:15:00,2021-06-17 10:30:00,,,,,,,,,,,,,,0.0
16074,2021-06-17 10:30:00,2021-06-17 10:45:00,,,48.9,40.53,89.4,30.19,18.56,1.15,4.87,1.07,99.45,1.68,205.27,0.0
16075,2021-06-17 10:45:00,2021-06-17 11:00:00,,,40.63,35.5,75.85,34.84,18.59,1.7,0.65,0.12,99.44,1.56,177.44,0.0
16076,2021-06-17 11:00:00,2021-06-17 11:15:00,,,,,,,,,,,,,,0.0
16077,2021-06-17 11:15:00,2021-06-17 11:30:00,,,,,,,,,,,,,,0.0
16078,2021-06-17 11:30:00,2021-06-17 11:45:00,61.0,103.0,28.79,32.8,61.61,29.51,17.6,1.12,,3.1,96.79,1.85,204.45,0.0
16079,2021-06-17 11:45:00,2021-06-17 12:00:00,,,,,,,,,,,,,,0.0
16080,2021-06-17 12:00:00,2021-06-17 12:15:00,63.0,103.0,44.1,20.93,65.04,21.69,17.51,3.37,1.27,1.93,96.3,1.74,228.95,0.0
16081,2021-06-17 12:15:00,2021-06-17 12:30:00,63.0,100.53,45.21,20.63,65.81,19.82,18.19,0.57,2.95,0.33,96.08,2.07,233.52,0.0
16082,2021-06-17 12:30:00,2021-06-17 12:45:00,63.0,100.0,43.47,19.54,63.01,18.9,18.02,0.0,1.73,,93.22,2.32,251.55,0.0
16083,2021-06-17 12:45:00,2021-06-17 13:00:00,,,,,,,,,,,,,,0.0
16084,2021-06-17 13:00:00,2021-06-17 13:15:00,55.0,100.0,41.26,21.65,62.91,18.69,17.95,1.26,,0.4,87.53,2.43,277.05,0.0
16085,2021-06-17 13:15:00,2021-06-17 13:30:00,55.0,107.4,25.69,18.03,43.74,23.21,17.65,2.81,,1.49,81.13,1.72,282.19,0.0
16086,2021-06-17 13:30:00,2021-06-17 13:45:00,55.0,109.0,19.87,17.69,37.56,25.88,18.65,1.86,0.86,1.19,79.41,0.99,242.47,0.0
16087,2021-06-17 13:45:00,2021-06-17 14:00:00,56.33,109.0,27.95,20.6,48.54,26.81,18.1,2.89,0.13,0.15,82.2,0.9,156.73,0.0
16088,2021-06-17 14:00:00,2021-06-17 14:15:00,,,,,,,,,,,,,,0.0
16089,2021-06-17 14:15:00,2021-06-17 14:30:00,59.0,103.24,10.89,20.79,31.7,27.89,18.72,0.2,,,93.79,1.81,94.42,0.0
16090,2021-06-17 14:30:00,2021-06-17 14:45:00,59.0,102.0,13.72,19.85,33.56,26.93,18.05,1.27,,,95.46,1.59,98.73,0.0
16091,2021-06-17 14:45:00,2021-06-17 15:00:00,47.15,102.0,13.32,19.93,33.24,26.47,18.54,1.88,,9.5,96.77,2.06,75.86,0.0
16092,2021-06-17 15:00:00,2021-06-17 15:15:00,26.0,102.0,8.97,18.58,27.55,25.98,17.82,0.77,1.15,6.05,96.4,4.0,71.73,0.0
16093,2021-06-17 15:15:00,2021-06-17 15:30:00,26.0,65.82,6.38,15.08,21.47,26.11,17.66,1.08,11.03,2.59,97.6,3.33,73.13,0.0
16094,2021-06-17 15:30:00,2021-06-17 15:45:00,,,,,,,,,,,,,,0.0
16095,2021-06-17 15:45:00,2021-06-17 16:00:00,,,,,,,,,,,,,,0.0
16096,2021-06-17 16:00:00,2021-06-17 16:15:00,14.0,58.0,13.19,17.84,31.02,22.22,17.77,0.18,,3.5,99.48,2.81,112.16,0.0
16097,2021-06-17 16:15:00,2021-06-17 16:30:00,,,11.68,18.02,29.7,21.77,17.74,0.0,,4.77,99.57,1.47,167.62,0.0
16098,2021-06-17 16:30:00,2021-06-17 16:45:00,14.0,,42.48,22.59,65.08,19.34,18.68,0.0,,2.96,99.59,1.5,254.03,0.0
16099,2021-06-17 16:45:00,2021-06-17 17:00:00,,,,,,,,,,,,,,0.0
16100,2021-06-17 17:00:00,2021-06-17 17:15:00,21.0,,13.17,13.81,26.99,26.77,17.8,1.2,17.44,0.55,99.62,1.01,157.05,0.0
16101,2021-06-17 17:15:00,2021-06-17 17:30:00,21.0,788.0,17.83,22.55,40.41,25.0,18.2,0.19,7.94,,99.73,1.88,142.4,0.0
16102,2021-06-17 17:30:00,2021-06-17 17:45:00,,,,,,,,,,,,,,0.0
16103,2021-06-17 17:45:00,2021-06-17 18:00:00,19.33,,21.24,25.13,46.38,25.85,17.19,0.21,,5.62,99.74,1.66,138.49,0.0
16104,2021-06-17 18:00:00,2021-06-17 18:15:00,16.0,,27.49,30.62,58.09,25.15,17.93,0.0,10.22,8.28,99.84,2.24,183.29,0.0
16105,2021-06-17 18:15:00,2021-06-17 18:30:00,16.0,,26.23,28.49,54.71,25.82,17.73,2.15,5.19,1.14,99.54,1.58,222.64,0.0
16106,2021-06-17 18:30:00,2021-06-17 18:45:00,,,,,,,,,,,,,,0.0
